0.17404,1.2337,0.037673,-0.83881,-0.0516,1.0323,0.20868
0.17404,1.2337,0.037673,-0.83881,-0.0516,1.0323,0.20868
0.17404,1.2337,0.037673,-0.83881,-0.0516,1.0323,0.20868
0.17404,1.2337,0.037673,-0.83881,-0.0516,1.0323,0.20868
0.17221,1.2331,0.038192,-0.84012,-0.05017,1.0412,0.20897
0.17221,1.2331,0.038192,-0.84012,-0.05017,1.0412,0.20897
0.17221,1.2331,0.038192,-0.84012,-0.05017,1.0412,0.20897
0.17221,1.2331,0.038192,-0.84012,-0.05017,1.0412,0.20897
0.17221,1.2331,0.038192,-0.84012,-0.05017,1.0412,0.20897
0.17037,1.2331,0.038044,-0.84205,-0.049637,1.0465,0.20868
0.17037,1.2331,0.038044,-0.84205,-0.049637,1.0465,0.20868
0.17037,1.2331,0.038044,-0.84205,-0.049637,1.0465,0.20868
0.17037,1.2331,0.038044,-0.84205,-0.049637,1.0465,0.20868
0.17037,1.2331,0.038044,-0.84205,-0.049637,1.0465,0.20868
0.16882,1.2323,0.038155,-0.84355,-0.049269,1.0509,0.20775
0.16882,1.2323,0.038155,-0.84355,-0.049269,1.0509,0.20775
0.16882,1.2323,0.038155,-0.84355,-0.049269,1.0509,0.20775
0.1676,1.2314,0.038515,-0.84474,-0.04893,1.0543,0.20652
0.1676,1.2314,0.038515,-0.84474,-0.04893,1.0543,0.20652
0.16655,1.2309,0.03889,-0.84566,-0.048653,1.0568,0.20529
0.16655,1.2309,0.03889,-0.84566,-0.048653,1.0568,0.20529
0.16553,1.2305,0.039133,-0.84652,-0.048467,1.0586,0.2042
0.16553,1.2305,0.039133,-0.84652,-0.048467,1.0586,0.2042
0.16513,1.2309,0.039286,-0.8472,-0.048267,1.0594,0.20392
0.1641,1.2299,0.03949,-0.84789,-0.048167,1.0608,0.20273
0.16409,1.2302,0.03969,-0.84814,-0.047985,1.061,0.2027
0.16313,1.2296,0.039672,-0.84899,-0.048035,1.0619,0.2017
0.16253,1.2293,0.040144,-0.85021,-0.047837,1.0628,0.20055
0.16164,1.2285,0.040372,-0.85112,-0.047683,1.0631,0.1996
0.16121,1.2282,0.040701,-0.85234,-0.047558,1.0632,0.19877
0.16063,1.2277,0.040658,-0.85325,-0.04758,1.0631,0.19829
0.16025,1.2272,0.040893,-0.85465,-0.047461,1.0631,0.19773
0.15972,1.2267,0.040831,-0.85577,-0.047486,1.0629,0.19734
0.15916,1.2257,0.04119,-0.85865,-0.04727,1.0631,0.19656
0.15871,1.2248,0.041057,-0.85935,-0.047348,1.0623,0.19631
0.15835,1.2243,0.041258,-0.8617,-0.047233,1.062,0.19585
0.15777,1.2231,0.041256,-0.86398,-0.047219,1.0615,0.1954
0.15741,1.2221,0.041386,-0.86607,-0.047149,1.0606,0.19502
