678.01,113.92,57.079,3.1416,0.0023727,-3.139,537.57,-33.629,145.54,3.1416,-0.28318,-3.1178,472.98,-18.592,161.35,3.1416,-0.19236,-2.9653,530.58,-241.28,57.642,3.1416,0.0023727,-3.139
677.65,113.57,57.079,3.1416,0.0023727,-3.139,537.09,-33.731,145.68,3.1416,-0.28318,-3.1178,473.44,-18.769,161.29,3.1416,-0.19236,-2.9653,530.56,-240.78,57.641,3.1416,0.0023727,-3.139
677.29,113.23,57.079,3.1416,0.0023727,-3.139,536.6,-33.833,145.82,3.1416,-0.28318,-3.1178,473.91,-18.945,161.23,3.1416,-0.19236,-2.9653,530.54,-240.28,57.64,3.1416,0.0023727,-3.139
676.93,112.88,57.08,3.1416,0.0023727,-3.139,536.11,-33.935,145.97,3.1416,-0.28318,-3.1178,474.38,-19.121,161.17,3.1416,-0.19236,-2.9653,530.52,-239.78,57.638,3.1416,0.0023727,-3.139
676.57,112.53,57.08,3.1416,0.0023727,-3.139,535.62,-34.037,146.11,3.1416,-0.28318,-3.1178,474.85,-19.297,161.11,3.1416,-0.19236,-2.9653,530.5,-239.28,57.637,3.1416,0.0023727,-3.139
676.21,112.19,57.08,3.1416,0.0023727,-3.139,535.13,-34.139,146.25,3.1416,-0.28318,-3.1178,475.32,-19.473,161.05,3.1416,-0.19236,-2.9653,530.48,-238.78,57.636,3.1416,0.0023727,-3.139
675.85,111.84,57.08,3.1416,0.0023727,-3.139,534.64,-34.242,146.39,3.1416,-0.28318,-3.1178,475.78,-19.65,160.98,3.1416,-0.19236,-2.9653,530.45,-238.29,57.634,3.1416,0.0023727,-3.139
675.49,111.49,57.08,3.1416,0.0023727,-3.139,534.15,-34.344,146.53,3.1416,-0.28318,-3.1178,476.25,-19.826,160.92,3.1416,-0.19236,-2.9653,530.43,-237.79,57.633,3.1416,0.0023727,-3.139
675.13,111.14,57.08,3.1416,0.0023727,-3.139,533.66,-34.446,146.68,3.1416,-0.28318,-3.1178,476.72,-20.002,160.86,3.1416,-0.19236,-2.9653,530.41,-237.29,57.632,3.1416,0.0023727,-3.139
674.77,110.8,57.08,3.1416,0.0023727,-3.139,533.17,-34.548,146.82,3.1416,-0.28318,-3.1178,477.19,-20.178,160.8,3.1416,-0.19236,-2.9653,530.39,-236.79,57.63,3.1416,0.0023727,-3.139
674.41,110.45,57.08,3.1416,0.0023727,-3.139,532.68,-34.65,146.96,3.1416,-0.28318,-3.1178,477.65,-20.354,160.74,3.1416,-0.19236,-2.9653,530.37,-236.29,57.629,3.1416,0.0023727,-3.139
674.05,110.1,57.08,3.1416,0.0023727,-3.139,532.19,-34.752,147.1,3.1416,-0.28318,-3.1178,478.12,-20.531,160.68,3.1416,-0.19236,-2.9653,530.35,-235.79,57.628,3.1416,0.0023727,-3.139
673.69,109.75,57.08,3.1416,0.0023727,-3.139,531.7,-34.854,147.25,3.1416,-0.28318,-3.1178,478.59,-20.707,160.62,3.1416,-0.21231,-2.9359,530.32,-235.29,57.626,3.1416,0.0023727,-3.139
673.33,109.41,57.08,3.1416,0.0023727,-3.139,531.21,-34.956,147.39,3.1416,-0.28318,-3.1178,479.06,-20.883,160.56,3.1416,-0.21231,-2.9359,530.3,-234.79,57.625,3.1416,0.0023727,-3.139
672.97,109.06,57.08,3.1416,0.0023727,-3.139,530.72,-35.058,147.53,3.1416,-0.28318,-3.1178,479.53,-21.059,160.49,3.1416,-0.21231,-2.9359,530.28,-234.29,57.624,3.1416,0.0023727,-3.139
672.61,108.71,57.08,3.1416,0.0023727,-3.139,530.23,-35.16,147.67,3.1416,-0.28318,-3.1178,479.99,-21.235,160.43,3.1416,-0.21231,-2.9359,530.26,-233.79,57.622,3.1416,0.0023727,-3.139
672.25,108.37,57.08,3.1416,0.0023727,-3.139,529.74,-35.263,147.82,3.1416,-0.28318,-3.1178,480.46,-21.412,160.37,3.1416,-0.21231,-2.9359,530.24,-233.29,57.621,3.1416,0.0023727,-3.139
671.89,108.02,57.08,3.1416,0.0023727,-3.139,529.25,-35.365,147.96,3.1416,-0.28318,-3.1178,480.93,-21.588,160.3,3.1416,-0.24321,-2.9672,530.22,-232.79,57.62,3.1416,0.0023727,-3.139
671.53,107.67,57.098,3.1416,0.0023614,-3.0829,528.76,-35.467,148.1,3.1416,-0.28318,-3.1178,481.4,-21.764,160.21,3.1416,-0.24321,-2.9672,530.19,-232.29,57.618,3.1416,0.0023727,-3.139
671.17,107.32,57.127,3.1416,0.0023614,-3.0829,528.27,-35.569,148.24,3.1416,-0.28318,-3.1178,481.87,-21.94,160.13,3.1416,-0.24321,-2.9672,530.17,-231.79,57.617,3.1416,0.0023727,-3.139
670.81,106.98,57.156,3.1416,0.0023614,-3.0829,527.79,-35.671,148.39,3.1416,-0.28318,-3.1178,482.33,-22.116,160.04,3.1416,-0.24321,-2.9672,530.15,-231.29,57.616,3.1416,0.0023727,-3.139
670.45,106.63,57.186,3.1416,0.0023614,-3.0829,527.3,-35.773,148.53,3.1416,-0.28318,-3.1178,482.8,-22.293,159.95,3.1416,-0.24321,-2.9672,530.13,-230.79,57.614,3.1416,0.0023727,-3.139
670.09,106.28,57.215,3.1416,0.0023614,-3.0829,526.81,-35.875,148.67,3.1416,-0.28318,-3.1178,483.27,-22.469,159.86,3.1416,-0.25443,-3.0275,530.11,-230.29,57.613,3.1416,0.0023727,-3.139
669.73,105.94,57.245,3.1416,0.0023614,-3.0829,526.32,-35.977,148.81,3.1416,-0.28318,-3.1178,483.74,-22.645,159.76,3.1416,-0.25443,-3.0275,530.09,-229.79,57.612,3.1416,0.0023727,-3.139
669.37,105.59,57.274,3.1416,0.00235,-3.0266,525.83,-36.079,148.95,3.1416,-0.28318,-3.1178,484.21,-22.821,159.66,3.1416,-0.25443,-3.0275,530.06,-229.29,57.61,3.1416,0.0023727,-3.139
669.01,105.24,57.303,3.1416,0.00235,-3.0266,525.34,-36.182,149.1,3.1416,-0.28318,-3.1178,484.67,-22.997,159.55,3.1416,-0.25443,-3.0275,530.04,-228.79,57.609,3.1416,0.0023727,-3.139
668.65,104.89,57.333,3.1416,0.0023268,-2.9143,524.85,-36.284,149.24,3.1416,-0.28139,-3.1178,485.14,-23.174,159.45,3.1416,-0.25443,-3.0275,530.02,-228.29,57.608,3.1416,0.0023727,-3.139
668.29,104.55,57.423,3.1416,0.0023268,-2.9143,524.36,-36.386,149.38,3.1416,-0.28139,-3.1178,485.61,-23.35,159.35,3.1416,-0.25443,-3.0275,530,-227.8,57.606,3.1416,0.0023727,-3.139
667.93,104.2,57.513,3.1416,0.0023268,-2.9143,523.87,-36.488,149.53,3.1416,-0.28139,-3.1178,486.08,-23.526,159.25,3.1416,-0.25443,-3.0275,529.98,-227.3,57.605,3.1416,0.0023727,-3.139
667.57,103.85,57.603,3.1416,0.0023268,-2.9143,523.38,-36.59,149.67,3.1416,-0.28139,-3.1178,486.55,-23.702,159.15,3.1416,-0.25443,-3.0275,529.95,-226.8,57.604,3.1416,0.0023727,-3.139
667.21,103.5,57.693,3.1416,0.0023268,-2.9143,522.89,-36.692,149.81,3.1416,-0.28139,-3.1178,487.01,-23.878,159.05,3.1416,-0.25443,-3.0275,529.93,-226.3,57.602,3.1416,0.0023727,-3.139
666.85,103.16,57.783,3.1416,0.0023268,-2.9143,522.4,-36.794,149.96,3.1416,-0.28139,-3.1178,487.48,-24.055,158.95,3.1416,-0.25443,-3.0275,529.91,-225.8,57.601,3.1416,0.0023727,-3.139
666.49,102.81,57.872,3.1416,0.0023268,-2.9143,521.91,-36.896,150.1,3.1416,-0.28139,-3.1178,487.95,-24.231,158.85,3.1416,-0.25443,-3.0275,529.89,-225.3,57.6,3.1416,0.0023727,-3.139
666.13,102.46,57.962,3.1416,0.0023147,-2.858,521.42,-36.998,150.24,3.1416,-0.28139,-3.1178,488.42,-24.407,158.75,3.1416,-0.25443,-3.0275,529.87,-224.8,57.598,3.1416,0.0023727,-3.139
665.77,102.12,58.052,3.1416,0.0023147,-2.858,520.93,-37.101,150.39,3.1416,-0.28139,-3.1178,488.89,-24.583,158.65,3.1416,-0.25443,-3.0275,529.85,-224.3,57.597,3.1416,0.0023727,-3.139
665.42,101.77,58.186,3.1416,0.0022892,-2.7457,520.44,-37.203,150.53,3.1416,-0.28139,-3.1178,489.35,-24.759,158.55,3.1416,-0.25443,-3.0275,529.82,-223.8,57.596,3.1416,0.0023727,-3.139
665.06,101.42,58.342,3.1416,0.0022892,-2.7457,519.95,-37.305,150.67,3.1416,-0.28139,-3.1178,489.82,-24.936,158.45,3.1416,-0.25443,-3.0275,529.8,-223.3,57.594,3.1416,0.0023727,-3.139
664.7,101.07,58.498,3.1416,0.0022892,-2.7457,519.46,-37.407,150.82,3.1416,-0.28139,-3.1178,490.29,-25.112,158.35,3.1416,-0.25443,-3.0275,529.78,-222.8,57.593,3.1416,0.0023727,-3.139
